Status,Name,Segments,Categories,Incorporation year,Launch year,Ownership type,Incorporation Country,Operational HQ,Number of employees,Cessation date,Cessation of op. reason,Acquisition status
Inactive,Wayi ,Consensus Services,"Pool Operation, Equipment Procurement & Financing, Proprietary Hashing, Hardware Manufacturing, Cloud Mining",2015,2017,Private,China,China,55,2021,,
Active,WayaWaya,"Digital Payments, Digital Banks","Money Transfer (P2P / P2B / B2P / B2B), API Hubs for Payments, Digital Remittances (Cross Border-P2P), Digital Remittances (Domestic-P2P), Banking-as-a-Service (BaaS)",2014,2016,Private,United States,Kenya,1-10,,,
Active,Wave Money,"Digital Payments, Digital Banks","Mobile Money, Money Transfer (P2P / P2B / B2P / B2B), Top-ups & Refills, API Hubs for Payments, Agent Banking (Cash-In / Cash-Out)",2015,2016,Private,Myanmar,Myanmar,201-500,,,
Active,Wave,"Enterprise Tech Provisioning, WealthTech","Digital Accounting, Financial Management & Business Intelligence, Electronic Invoicing, Personal Financial Management / Planning",2019,2010,Private,Canada,Canada,201-500,,,
Active,Watu Credit,Digital Lending,Crowd-Led Microfinance,2019,2015,Private,Kenya,Kenya,51-200,,,
Active,WaterDrop Inc.,"Digital Capital Raising, InsurTech","Donation-Based Crowdfunding, P2P Insurance, Digital Brokers or Agents",2016,2016,Private,China,China,5001-10000,,,
Active,Warrantee,InsurTech,On-Demand Insurance,2013,2021,Private,Japan,Japan,,,,
Active,WariHash,Consensus Services,"Hashrate Brokerage, Cloud Mining",,2019,Private,Unidentified,United States,,,,
Active,Wapi Pay,Digital Payments,"Money Transfer (P2P / P2B / B2P / B2B), Acquiring Services Providers for Merchants",2019,2019,Private,Singapore,Singapore,1-10,,,
Active,Wangtouwang.com,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending, P2P / Marketplace Property Lending",2014,2014,Private,China,China,,,,
Active,Wanglibao,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending",2014,2014,Private,China,China,,,,
Active,wangcaigu.com,Digital Lending,P2P / Marketplace Business Lending,2014,2014,Private,China,China,30,,,
Active,Walnut,"WealthTech, Digital Payments","Personal Financial Management / Planning, Money Transfer (P2P / P2B / B2P / B2B)",2014,2014,Private,India,India,11-50,,,
Active,Wally,WealthTech,Digital Wealth Management,2013,2013,Private,Unidentified,United States,1-10,,,
Active,WALLIANCE,Digital Capital Raising,Real Estate Crowdfunding,2016,2016,Private,Italy,Italy,6,,,
Active,Wallets.Africa,Digital Payments,"Money Transfer (P2P / P2B / B2P / B2B), Top-ups & Refills, Digital Remittances (Domestic-P2P), Digital Remittances (Cross Border-P2P), API Hubs for Payments",2017,2016,Private,Nigeria,Nigeria,11-50,,,
Active,Wallet Engine,Enterprise Tech Provisioning,API Management,2019,2019,Private,Singapore,Singapore,1-10,,,
Active,Wagestream,"WealthTech, Digital Savings","Personal Financial Management / Planning, Digital Micro Saving Solutions",2018,2018,Private,United Kingdom,United Kingdom,51-200,,,
Active,WADIZ,Digital Capital Raising,"Reward-Based Crowdfunding, Equity-Based Crowdfunding",2012,2012,Private,"Korea, Rep.","Korea, Rep.",30,,,
Active,Waddle,Digital Lending,Balance Sheet Business Lending,2015,2015,Private,Australia,Australia,30,,,
Active,Wacai,"WealthTech, Digital Lending","Digital Wealth Management, Personal Financial Management / Planning, Balance Sheet Consumer Lending",,2009,Private,China,China,1001-5000,,,
Active,Vybe,Digital Payments,eMoney Issuers,2019,2020,Private,France,France,11-50,,,
Active,Vyapar,"Enterprise Tech Provisioning, Digital Payments","Digital Accounting, Electronic Invoicing, Points of Access (PoS / mPoS / Online PoS)",2015,2016,Private,India,India,51-200,,,
Active,VU Security,Digital Identity,"Fraud Prevention & Risk Management, KYC Solutions",,2021,Private,Argentina,Argentina,51-200,,,
Active,VPD Money,Digital Banks,"Fully Digitally Native Bank (Retail), Fully Digitally Native Bank (MSME)",,2020,Private,Nigeria,Nigeria,11-50,,,
Active,Voygo,Digital Payments,eMoney Issuers,2007,2017,Private,Peru,Peru,1-10,,,
Active,Voyager,"Cryptoasset Exchange, Digital Custody, Digital Payments","Retail Brokerage Services, Order-Book, Aggregation, Institutional Brokerage Services, Hosted Cryptoasset Wallet, Consumer Spending",2018,2018,Public,United States,United States,51-200,,,
Active,VoxSmart,"RegTech, Enterprise Tech Provisioning","Risk Analytics, Dynamic Compliance, AI / ML / NLP",2006,2010,Private,United Kingdom,United Kingdom,51-200,,,
Active,Vouch Insurance,Digital Lending,Balance Sheet Consumer Lending,2014,2015,Private,United States,United States,30,,,
Active,VOSPAY,Digital Lending,"Customer Cash-Advance, P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending",2017,2018,Private,Indonesia,Indonesia,11-50,,,
Active,Voordekunst,Digital Capital Raising,"Reward-Based Crowdfunding, Donation-Based Crowdfunding",2010,2016,Private,Netherlands,Netherlands,6,,,
Active,Voor je Buurt,Digital Capital Raising,"Donation-Based Crowdfunding, Reward-Based Crowdfunding",2012,2012,Non profit,Netherlands,Netherlands,1-10,,,
Active,Vooli,InsurTech,On-Demand Insurance,2019,2019,Private,Kenya,Kenya,1-10,,,
Active,Volt Bank,Digital Banks,"Fully Digitally Native Bank (Retail), Banking-as-a-Service (BaaS)",2017,2019,Private,Australia,Australia,51-200,,,
Active,Volt,"Digital Payments, Digital Identity","API Hubs for Payments, Payment Gateways, Fraud Prevention & Risk Management",2019,2019,Private,United Kingdom,United Kingdom,51-200,,,
Active,Volpit,Digital Capital Raising,Equity-Based Crowdfunding,2012,2012,Private,United Kingdom,United Kingdom,6,,,
Active,Voleo,WealthTech,Social Trading,2015,2015,Public,Canada,Canada,1-10,,,
Active,Voldaan,Digital Lending,Invoice Trading,2014,2014,Private,Netherlands,Netherlands,6,,,
Active,Volabit,"Cryptoasset Exchange, Digital Custody","Retail Brokerage Services, Hosted Cryptoasset Wallet, API Interface",2014,2014,Private,Mexico,Mexico,11-50,,,
Active,VNX Exchange,Digital Capital Raising,Equity-Based Crowdfunding,2018,2018,Private,Liechtenstein,Luxembourg,11-50,,,
Active,VNLIFE,Digital Payments,"Payment Gateways, Top-ups & Refills, Money Transfer (P2P / P2B / B2P / B2B)",2018,2007,Private,Vietnam,Vietnam,1001-5000,,,
Active,Vivid Money,"WealthTech, Digital Banks","Personal Financial Management / Planning, Fully Digitally Native Bank (Retail)",2019,2020,Private,Germany,Germany,201-500,,,
Active,Viventor,Digital Lending,P2P / Marketplace Consumer Lending,2011,2013,Private,Spain,Latvia,6,,,
Active,Viva Wallet,Digital Payments,"Money Transfer (P2P / P2B / B2P / B2B), Points of Access (PoS / mPoS / Online PoS), eMoney Issuers, Acquiring Services Providers for Merchants",,2015,Private,Greece,Greece,501-1000,,,
Active,Vita,"Cryptoasset Exchange, Digital Custody, Digital Payments","Retail Brokerage Services, Hosted Cryptoasset Wallet, Payment Gateways, Payment processor, Money Transfer (Cryptoasset), Money Transfer (P2P / P2B / B2P / B2B)",2019,2020,Private,Chile,Chile,11-50,,,
Inactive,VISOR ADL,Alternative Credit Analytics,Credit Scoring,2015,2015,Private,Mexico,Mexico,51-200,2021,,
Active,Visor,Enterprise Tech Provisioning,Digital Accounting,2016,2016,Private,United States,United States,11-50,,,
Active,Visoor,Digital Lending,"Balance Sheet Consumer Lending, Debt-Based Securities, Invoice Trading, Balance Sheet Business Lending",2015,2015,Private,Mexico,Mexico,30,,,
Active,Visible Capital,"RegTech, WealthTech","Risk Analytics, Regulatory Reporting, Digital Wealth Management, Profiling & Due Diligence, Personal Financial Management / Planning, Robo Retirement / Pension Planning, Robo-Advisors",2018,2018,Private,United Kingdom,United Kingdom,1-10,,,
Active,Vise,Enterprise Tech Provisioning,Financial Management & Business Intelligence,2016,2019,Private,United States,United States,51-200,,,
Inactive,Virtex,Cryptoasset Exchange,Order-Book,,2014,Private,Unidentified,Lithuania,,2015,,
Active,Virgil Assist,InsurTech,Digital Brokers or Agents,2017,2019,Private,Australia,Australia,1-10,,,
Active,Virgil,Digital Capital Raising,Real Estate Crowdfunding,2018,2019,Private,France,France,11-50,,,
Inactive,Vircurex,Cryptoasset Exchange,Order-Book,2011,2011,Private,Unidentified,China,1-10,2014,,
Active,Vircle,"RegTech, Digital Payments, Digital Custody","Risk Analytics, Regulatory Reporting, eMoney Issuers, eMoney Wallet",2018,2018,Private,Malaysia,Malaysia,1-10,,,
Active,Vindi,"Digital Payments, Enterprise Tech Provisioning","Payment Gateways, Cloud Computing, Financial Management & Business Intelligence",2013,2013,Private,Brazil,Brazil,51-200,,,
Active,Village Capital,Digital Capital Raising,Equity-Based Crowdfunding,2009,2009,Private,United States,United States,30,,,
Active,VIAINVEST,Digital Lending,"Debt-Based Securities, P2P / Marketplace Business Lending",2016,2017,Private,Latvia,Latvia,1-10,,,
Active,Viabtc,"Consensus Services, Cryptoasset Exchange, Digital Custody, Enterprise Tech Provisioning, Digital Lending","Pool Operation, Cloud Mining, Staking-as-a-Service, Decentralised Exchange (DEX) Relayer, Order-Book, Advanced Trading Services, Unhosted Cryptoasset Wallet, API Management, Balance Sheet Consumer Lending, Block Explorers",2016,2016,Private,"Hong Kong SAR, China",China,1-10,,,
Active,ViaBill,Digital Lending,Customer Cash-Advance,2009,2014,Private,Denmark,Denmark,51-200,,,
Active,VestLo LLC.,Digital Capital Raising,"Equity-Based Crowdfunding, Revenue / Profit Share Crowdfunding, Real Estate Crowdfunding",2015,2016,Private,United States,United States,6,,,
Active,Vested Finance,Digital Capital Raising,Equity-Based Crowdfunding,2015,2015,Private,Canada,United States,30,,,
Active,Vesicash,Digital Payments,Settlement & Clearing Services Providers,2018,2019,Private,Nigeria,Nigeria,1-10,,,
Active,VeryHash,Consensus Services,"Cloud Mining, Node manufacturing",2019,2019,Private,China,China,,,,
Active,Very Good Security,"RegTech, Digital Identity, Enterprise Tech Provisioning","Dynamic Compliance, Fraud Prevention & Risk Management, API Management",2015,2016,Private,United States,United States,51-200,,,
Active,Verqor,Digital Lending,"Customer Cash-Advance, Balance Sheet Consumer Lending",2017,2017,Private,Mexico,Mexico,11-50,,,
Active,Verkami,Digital Capital Raising,Reward-Based Crowdfunding,2014,2011,Private,Spain,Spain,6,,,
Active,Veriledger,Enterprise Tech Provisioning,"Digital Accounting, Taxation",2018,2018,Private,United States,United States,1-10,,,
Active,Verihubs,Digital Identity,"KYC Solutions, KYC & AML",,2019,Private,Indonesia,Indonesia,51-200,,,
Active,Verifier,"RegTech, WealthTech, Enterprise Tech Provisioning","Profiling & Due Diligence, Personal Financial Management / Planning, API Management",2017,2015,Private,Australia,Australia,1-10,,,
Active,Veridate Financial,"RegTech, Digital Identity","Dynamic Compliance, Regulatory Reporting, Profiling & Due Diligence, Risk Analytics, KYC Solutions, KYC & AML",2014,2015,Private,"Hong Kong SAR, China","Hong Kong SAR, China",11-50,,,
Active,Venue,Digital Capital Raising,Reward-Based Crowdfunding,2018,2018,Private,Sweden,Sweden,1-10,,,
Active,VentureFounders,Digital Capital Raising,Equity-Based Crowdfunding,2013,2014,Private,United Kingdom,United Kingdom,6,,,
Active,VentureCrowd,Digital Capital Raising,Equity-Based Crowdfunding,2013,2014,Private,Australia,Australia,30,,,
Active,Ventuary Lab,Digital Payments,Algorithmic Stablecoin,,2019,Private,Unidentified,Unidentified,1-10,,,
Active,Venminder,"Enterprise Tech Provisioning, RegTech","Financial Management & Business Intelligence, Risk Analytics, Dynamic Compliance",2011,2013,Private,United States,United States,51-200,,,
Active,Venmetro,Digital Lending,Balance Sheet Consumer Lending,2015,2016,Private,Panama,Panama,30,,,
Active,Velotrade,Digital Lending,Invoice Trading,2015,2015,Private,"Hong Kong SAR, China","Hong Kong SAR, China",30,,,
Active,Veem,Digital Payments,Money Transfer (P2P / P2B / B2P / B2B),2014,2015,Private,United States,United States,,,,
Active,VCHello,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending",2014,2014,Private,China,China,,,,
Active,VayMượn,"Digital Lending, InsurTech","P2P / Marketplace Consumer Lending, On-Demand Insurance",2017,2017,Private,Vietnam,Vietnam,51-200,,,
Active,Vaultoro,Cryptoasset Exchange,Order-Book,2014,2015,Private,United Kingdom,United Kingdom,,,,
Inactive,Vault of Satoshi,Cryptoasset Exchange,Order-Book,2014,2013,Private,Canada,Canada,11-50,2015,,
Active,Varo,"Digital Banks, Digital Savings, Digital Lending, Digital Payments, WealthTech","Fully Digitally Native Bank (Retail), Digital Micro Saving Solutions, Customer Cash-Advance, Money Transfer (P2P / P2B / B2P / B2B), Personal Financial Management / Planning",2015,2016,Private,United States,United States,501-1000,,,
Active,Vantek,"Enterprise Tech Provisioning, Cryptoasset Exchange, Digital Payments, WealthTech","Cloud Computing, Financial Management & Business Intelligence, Trading Bots, Payment Gateways, Digital Wealth Management",,2018,Private,Argentina,Argentina,11-50,,,
Active,VALÚ,"Digital Lending, Digital Payments","Customer Cash-Advance, eMoney Issuers, Payment Gateways, Acquiring Services Providers for Merchants, Money Transfer (P2P / P2B / B2P / B2B)",,2019,Private,Slovenia,Slovenia,1001-5000,,,
Active,Valyou,Digital Payments,"Digital Remittances (Cross Border-P2P), Top-ups & Refills",2016,2016,Private,Malaysia,Malaysia,201-500,,,
Active,Value3 Advisory,"Alternative Credit Analytics, WealthTech","Credit Scoring, Robo-Advisors",2018,2018,Private,Singapore,India,11-50,,,
Active,ValU,Digital Lending,Customer Cash-Advance,2017,2019,Private,"Egypt, Arab Rep.","Egypt, Arab Rep.",11-50,,,
Active,Valr,Cryptoasset Exchange,Order-Book,2018,2018,Private,South Africa,South Africa,,,,
Active,Valoro,Enterprise Tech Provisioning,"Enterprise Blockchain, AI / ML / NLP, API Interface, Application development",2019,2019,Private,"Egypt, Arab Rep.","Egypt, Arab Rep.",11-50,,,
Active,Valon Mortgage,Digital Lending,Balance Sheet Property Lending,2019,2021,Private,United States,United States,51-200,,,
Active,Valify,Enterprise Tech Provisioning,"Financial Management & Business Intelligence, AI / ML / NLP",2014,2014,Private,United States,United States,11-50,,,
Active,Validus,Digital Lending,"P2P / Marketplace Business Lending, Balance Sheet Business Lending, Merchant Cash-Advance",2015,2015,Private,Singapore,Singapore,51-200,,,
Active,Vakinha,Digital Capital Raising,Donation-Based Crowdfunding,2009,2009,Private,Brazil,Brazil,6,,,
Active,Vaki,Digital Capital Raising,"Reward-Based Crowdfunding, Donation-Based Crowdfunding",1986,1986,Private,Colombia,Iceland,30,,,
Active,V2X Network,"Enterprise Tech Provisioning, Digital Payments","API Management, Enterprise Blockchain, AI / ML / NLP, Money Transfer (P2P / P2B / B2P / B2B)",2018,2018,Private,United Kingdom,United Kingdom,11-50,,,
Active,Uzapoint,"Enterprise Tech Provisioning, Digital Payments","Financial Management & Business Intelligence, Points of Access (PoS / mPoS / Online PoS)",2020,2017,Private,Kenya,Kenya,1-10,,,
Active,Utunzi ,Digital Lending,Balance Sheet Consumer Lending,,2016,Private,Kenya,Kenya,,,,
Active,URBE.ME,Digital Capital Raising,Real Estate Crowdfunding,2014,2015,Private,Brazil,Brazil,6,,,
Active,Urban Jungle Insurance,Digital Capital Raising,Equity-Based Crowdfunding,2016,2016,Private,United Kingdom,United Kingdom,11-50,,,
Active,Upwards,Digital Lending,Balance Sheet Consumer Lending,2017,2017,Private,India,India,51-200,,,
Inactive,Upwardly,WealthTech,"Personal Financial Management / Planning, Robo-Advisors, Robo Retirement / Pension Planning",2016,2016,Private,India,India,11-50,2021,,
Active,Upvest ,Enterprise Tech Provisioning,API Management,2017,2018,Private,Germany,Germany,11-50,,,
Active,Upstox ,WealthTech,Personal Financial Management / Planning,2009,2012,Private,India,India,201-500,,,
Active,Upstart,Digital Lending,P2P / Marketplace Consumer Lending,2012,2014,Private,United States,United States,176,,,
Active,Upserve,Digital Payments,"Points of Access (PoS / mPoS / Online PoS), Payment Gateways",2009,2009,Private,United States,United States,51-200,,,
Active,Uproov,Enterprise Tech Provisioning,"Enterprise Blockchain, Timestamping",2015,2015,Private,Australia,United States,,,,
Active,Uprise.Africa,Digital Capital Raising,Equity-Based Crowdfunding,2017,2017,Private,South Africa,South Africa,6,,,
Active,Uphold,"Digital Payments, Cryptoasset Exchange","Money Transfer (Cryptoasset), Payment processor, Retail Brokerage Services, Consumer Spending",2014,2014,Private,United States,United States,136,,,
Active,Upgrade,"Digital Lending, Digital Payments, Digital Banks, WealthTech","Balance Sheet Consumer Lending, Customer Cash-Advance, Money Transfer (P2P / P2B / B2P / B2B), Agent Banking (Cash-In / Cash-Out), Personal Financial Management / Planning, Education and Training",2016,2017,Private,United States,United States,201-500,,,
